/* DATA DESCRIPTION:
Citation:	Martínez‐García, Alfredo; Rosell-Melé, Antoni; Jaccard, Samuel L; Geibert, Walter; Sigman, Daniel M; Haug, Gerald H (2011): (Fig. 2, 3) Iron and dust accumulation rates of ODP Site 177-1090 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.767458, 
	In supplement to: Martínez‐García, A et al. (2011): Southern Ocean dust-climate coupling over the past four million years. Nature, 476(7360), 312-316, https://doi.org/10.1038/nature10310
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -42.913617 * LONGITUDE: 8.899817
	DATE/TIME START: 1997-12-25T00:00:00 * DATE/TIME END: 1997-12-25T00:00:00
	MINIMUM ELEVATION: -3701.6 m * MAXIMUM ELEVATION: -3701.6 m
Event(s):	177-1090 * LATITUDE: -42.913617 * LONGITUDE: 8.899817 * DATE/TIME: 1997-12-25T00:00:00 * ELEVATION: -3701.6 m * Penetration: 936.4 m * Recovery: 874.9 m * LOCATION: South Atlantic Ocean * CAMPAIGN: Leg177 (URI: https://doi.org/10.2973/odp.proc.ir.177.1999) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 101 cores; 936.4 m cored; 0 m drilled; 93.4% recovery
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate, iron per year [mg/m**2/a] (Acc rate Fe) * PI: Martínez‐García, Alfredo * METHOD/DEVICE: Calculated
	Accumulation rate, dust [g/cm**2/ka] (DMAR) * PI: Martínez‐García, Alfredo * METHOD/DEVICE: Calculated * COMMENT: 0.3% Ti
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	12330 data points
*/
Age [ka BP]	Acc rate Fe [mg/m**2/a]	DMAR [g/cm**2/ka]
2533.32	102.96	3.01
2534.20	108.55	3.71
2535.06	121.29	3.73
2535.92	109.22	3.25
2536.80	111.17	3.33
2537.66	79.51	2.41
2538.52	68.60	1.96
2539.39	74.40	2.21
2540.26	65.16	1.97
2541.12	73.48	2.32
2541.99	71.84	2.11
2577.60	98.97	2.92
2578.33	97.39	2.90
2579.06	97.35	2.99
2579.79	101.87	2.84
2580.52	113.03	3.48
2581.25	89.54	2.62
2581.98	88.06	2.58
2582.71	86.00	2.73
2583.44	91.90	2.95
2584.17	85.44	2.64
2584.89	90.49	2.48
2585.62	88.24	2.32
2586.35	89.91	2.57
2587.08	94.60	2.66
2587.81	98.59	2.74
2588.54	88.90	2.44
2589.27	88.24	2.67
2590.00	88.65	2.55
2590.33	90.74	2.43
2590.66	90.70	2.41
2590.98	96.80	2.95
2591.32	92.88	2.63
2591.65	95.78	2.53
2591.98	108.47	3.08
2592.31	107.37	2.93
2592.64	104.91	3.00
2592.96	104.75	2.89
2593.30	111.63	3.17
2593.63	112.66	3.28
2593.96	110.72	3.16
2594.29	112.83	3.28
2594.62	116.93	3.48
2594.94	112.80	3.26
2595.27	121.43	3.80
2595.61	126.06	3.87
2595.94	125.01	3.48
2596.27	132.68	3.72
2596.59	139.44	4.24
2596.92	135.91	3.76
2597.25	158.47	4.87
2597.58	161.64	4.83
2597.92	160.12	4.89
2598.25	162.57	5.07
2598.57	163.38	5.19
2598.90	170.64	5.38
2599.23	201.83	6.64
2599.56	186.56	6.05
2599.90	187.91	6.45
2600.23	199.54	5.82
2600.55	181.49	5.77
2600.88	161.38	5.09
2601.21	205.44	6.72
2601.81	191.27	6.35
2602.41	153.47	4.88
2603.00	152.96	4.81
2603.60	147.50	4.67
2604.20	133.32	3.79
2604.80	134.82	3.78
2605.39	114.62	3.23
2605.99	123.87	3.61
2606.59	125.29	3.44
2607.19	124.75	3.83
2607.78	147.10	4.68
2608.37	144.53	4.25
2608.97	150.85	4.24
2609.57	152.41	4.41
2610.17	162.46	4.75
2610.76	165.72	4.67
2611.36	159.73	4.79
2611.96	160.67	4.70
2612.56	146.99	4.11
2613.15	168.43	4.93
2613.75	145.33	4.37
2614.35	138.80	4.05
2614.94	139.16	4.02
2615.54	144.69	3.68
2616.14	138.96	3.71
2616.74	130.17	3.51
2617.33	131.44	3.57
2617.93	137.34	3.71
2618.52	135.56	4.00
2619.12	131.76	3.81
2619.72	123.68	3.26
2620.31	118.84	3.80
2620.91	129.47	3.71
2621.51	130.40	3.72
2622.11	125.48	3.44
2622.70	121.81	3.65
2623.30	120.09	3.65
2623.90	118.70	3.51
2624.50	120.71	3.47
2625.09	116.81	3.40
2625.69	112.59	3.43
2626.29	113.75	3.79
2626.88	113.27	3.74
2627.48	104.60	3.63
2628.07	116.67	3.79
2628.67	140.60	4.53
2629.27	121.92	3.50
2629.87	114.39	3.44
2630.46	116.73	3.30
2631.06	107.79	2.88
2631.66	114.03	3.05
2632.85	105.84	3.08
2633.45	107.88	3.18
2634.05	113.42	3.28
2634.64	133.15	3.52
2635.24	144.84	4.01
2635.83	164.53	4.60
2636.43	147.02	4.27
2637.03	174.93	5.32
2637.63	171.43	5.37
2638.22	215.35	6.91
2638.79	223.91	6.54
2639.36	210.30	6.96
2639.93	188.27	5.75
2640.50	143.61	4.58
2641.07	133.72	4.20
2641.63	130.80	4.05
2642.21	133.53	4.12
2642.77	122.71	3.64
2643.34	120.92	3.78
2643.91	116.05	4.00
2644.48	126.30	4.01
2645.05	131.98	4.12
2645.61	145.61	4.44
2646.18	165.35	4.98
2646.75	158.70	4.74
2647.32	160.49	5.04
2647.89	159.96	4.75
2648.46	157.50	4.60
2649.02	167.95	4.98
2649.60	188.37	6.03
2650.21	158.86	4.85
2650.93	130.54	3.77
2651.65	143.06	4.44
2652.36	146.16	4.28
2653.09	122.41	3.46
2653.81	106.88	3.18
2654.53	141.64	4.30
2655.25	107.46	3.31
2655.97	90.55	2.85
2656.69	85.62	2.77
2657.41	90.55	3.15
2658.12	85.38	2.57
2658.85	90.78	2.81
2659.57	99.09	3.19
2660.29	88.99	2.89
2661.01	85.49	2.79
2661.73	75.26	2.34
2662.45	68.07	2.30
2663.17	65.66	2.29
2663.89	67.67	2.36
2664.61	63.27	2.06
2665.33	68.32	2.38
2666.05	86.13	2.71
2666.77	74.51	2.59
2667.49	72.31	2.25
2668.21	77.66	2.42
2668.93	75.33	2.55
2669.65	77.08	2.43
2670.37	81.59	2.53
2671.09	83.97	2.81
2671.81	90.06	2.71
2672.53	97.86	3.11
2673.25	97.75	3.31
2673.97	95.44	2.92
2674.69	92.74	2.79
2675.41	93.83	3.12
2676.13	92.56	2.91
2676.85	92.28	3.06
2677.57	95.92	3.27
2678.29	119.08	3.63
2679.01	119.21	3.57
2679.73	113.15	3.75
2680.45	116.74	3.71
2681.17	137.35	4.43
2681.89	124.49	3.83
2682.61	143.06	4.74
2683.33	165.62	4.94
2684.05	163.55	5.18
2684.77	198.54	6.03
2685.49	146.01	4.71
2686.21	173.65	5.47
2686.93	209.50	6.35
2687.01	166.39	4.97
2687.09	182.12	5.44
2687.17	171.84	5.19
2687.25	153.13	4.55
2687.34	148.44	4.14
2687.41	136.94	3.74
2687.50	144.71	4.15
2687.58	152.08	4.34
2687.65	131.60	3.77
2687.74	173.84	4.98
2687.82	202.21	5.95
2687.90	190.56	5.55
2687.98	263.87	8.31
2688.06	247.44	8.07
2688.14	149.35	4.18
2688.22	115.09	3.26
2688.30	100.05	2.72
2688.39	94.61	2.47
2688.46	90.25	2.78
2688.54	97.98	2.92
2688.63	91.83	2.56
2688.71	88.18	2.24
2688.78	76.88	2.12
2688.87	83.18	2.44
2688.95	86.71	2.55
2689.03	76.96	2.03
2689.11	85.86	2.49
2689.19	75.10	1.93
2689.27	81.91	2.38
2689.35	89.97	2.58
2689.43	90.64	2.48
2689.52	90.96	2.90
2689.59	78.40	2.22
2689.67	71.36	1.96
2689.76	70.38	2.08
2689.83	74.25	2.19
2689.91	65.52	1.81
2690.00	73.76	2.03
2690.08	65.73	1.79
2690.16	71.21	1.85
2690.24	70.94	2.13
2690.32	66.24	1.96
2690.40	70.22	1.73
2690.48	66.24	1.86
2691.61	63.38	1.81
2692.75	65.89	1.61
2693.88	63.13	1.62
2695.01	67.96	1.73
2696.14	65.69	1.78
2697.27	64.01	1.68
2698.41	66.73	1.86
2699.54	64.74	1.56
2700.67	64.81	1.67
2701.80	66.45	1.65
2702.93	64.61	1.94
2704.07	68.29	1.74
2705.20	66.61	1.56
2706.33	68.44	1.61
2707.46	71.24	2.03
2708.59	65.88	1.73
2709.72	75.01	1.97
2710.86	73.33	2.24
2711.99	70.74	1.96
2713.12	64.24	1.63
2714.25	66.78	1.88
2715.38	92.75	2.56
2716.52	81.52	1.90
2718.78	91.54	2.71
2719.91	97.74	2.60
2721.04	101.60	2.75
2722.18	103.58	3.12
2723.31	100.33	2.96
2727.30	54.88	1.57
2729.87	48.06	1.41
2732.44	46.64	1.36
2735.03	44.32	1.31
2737.61	45.67	1.24
2740.20	45.74	1.35
2742.77	41.68	1.22
2745.34	42.54	1.06
2747.93	40.93	1.19
2750.51	41.29	1.14
2753.08	42.80	1.33
2755.67	39.86	1.13
2758.25	39.99	1.11
2760.84	41.63	1.25
2763.41	41.01	1.10
2765.98	45.49	1.20
2768.57	43.29	1.16
2771.15	42.76	1.11
2773.72	43.50	1.23
2776.31	40.30	1.22
2778.88	45.85	1.25
2781.47	49.10	1.44
2784.05	46.75	1.29
2786.62	46.75	1.34
2789.21	48.80	1.40
2791.78	48.76	1.45
2794.36	52.07	1.56
2796.95	66.95	1.97
2799.08	90.77	2.44
2800.70	111.20	3.22
2802.32	118.23	3.36
2803.93	126.89	3.64
2805.56	121.66	3.66
2807.17	128.72	3.96
2808.79	149.28	4.48
2810.41	110.90	3.10
2812.03	119.05	3.34
2813.65	102.87	2.70
2815.27	70.12	1.91
2816.88	78.46	2.39
2818.50	69.50	1.97
2820.12	64.05	2.12
2821.73	68.57	1.90
2823.36	65.05	1.83
2824.97	68.43	1.87
2826.60	66.06	1.90
2828.21	68.15	1.96
2829.83	83.00	2.63
2831.45	80.97	2.36
2833.07	68.93	2.12
2834.68	77.22	2.36
2836.31	82.08	2.59
2837.92	87.10	2.38
2839.54	90.86	2.52
2841.16	80.20	2.44
2842.77	81.87	2.34
2844.40	93.91	2.71
2846.01	87.76	2.51
2847.63	91.35	2.78
2849.25	88.70	2.70
2850.87	82.99	2.34
2852.49	78.41	2.25
2854.11	73.72	2.17
2855.72	76.94	2.18
2857.35	67.58	2.15
2858.96	74.93	2.19
2860.57	81.77	2.42
2862.20	73.32	2.14
2863.81	68.83	2.12
2865.44	67.40	2.04
2867.05	67.54	1.86
2868.67	64.59	1.82
2870.29	66.51	1.81
2871.91	68.31	1.98
2873.52	66.35	1.86
2875.15	61.46	1.84
2876.76	67.38	1.89
2878.38	70.80	1.88
2880.00	73.09	2.05
2881.61	73.99	1.94
2883.24	79.92	2.04
2884.85	80.21	2.02
2886.47	80.20	1.85
2888.09	81.37	2.16
2889.71	82.35	2.19
2891.33	82.28	2.24
2892.95	78.87	2.01
2894.56	76.48	2.01
2896.19	76.98	1.89
2897.80	79.22	1.90
2899.41	78.11	2.08
2901.04	79.69	2.08
2902.65	76.77	2.04
2904.28	74.90	2.10
2905.89	75.33	2.08
2907.51	72.62	1.82
2909.13	74.74	1.89
2910.75	75.12	2.11
2912.36	72.91	1.90
2913.99	72.77	1.79
2915.60	72.77	2.04
2917.23	70.61	1.88
2918.84	72.51	1.97
2920.45	69.09	2.06
2922.08	73.68	2.09
2923.69	64.12	1.94
2925.31	56.30	1.72
2926.93	55.70	1.52
2928.55	53.28	1.64
2930.17	53.14	1.64
2931.79	50.99	1.39
2933.40	43.76	1.19
2935.03	47.77	1.33
2936.64	54.69	1.37
2985.89	105.22	2.60
2986.90	125.65	3.34
2987.92	120.16	3.32
2988.93	118.07	3.26
2989.95	115.06	2.98
2990.97	96.87	2.60
2991.98	84.70	2.25
2993.00	78.57	1.95
2994.01	75.09	1.90
2995.03	68.35	1.63
2996.04	66.75	1.60
2997.06	62.51	1.53
2998.07	63.51	1.50
2999.09	58.18	1.41
3000.10	57.54	1.34
3001.12	56.05	1.23
3002.14	57.07	1.40
3003.15	54.46	1.32
3004.17	53.01	1.37
3005.18	54.37	1.40
3006.20	55.33	1.45
3007.21	55.47	1.35
3008.23	54.99	1.49
3009.24	55.01	1.43
3010.26	53.88	1.43
3011.27	55.08	1.40
3012.29	51.52	1.46
3013.31	60.88	1.65
3014.32	60.52	1.75
3015.34	60.04	1.73
3016.35	63.04	1.75
3017.37	65.57	1.57
3018.38	61.94	1.50
3019.40	59.20	1.62
3020.41	52.63	1.32
3021.43	51.17	1.44
3022.44	53.55	1.59
3023.46	52.97	1.34
3024.47	51.79	1.35
3025.49	54.08	1.55
3026.51	57.09	1.45
3027.52	52.48	1.25
3028.54	58.06	1.47
3029.55	58.69	1.52
3030.57	54.69	1.44
3031.58	55.33	1.27
3032.60	56.90	1.34
3033.61	60.24	1.50
3034.63	57.73	1.42
3035.64	60.55	1.48
3036.66	60.66	1.65
3037.68	58.12	1.39
3038.69	60.47	1.62
3039.71	57.38	1.45
3040.72	59.29	1.35
3041.74	61.79	1.53
3042.75	62.86	1.58
3043.77	60.98	1.49
3044.78	54.52	1.29
3045.80	59.36	1.37
3046.81	53.32	1.14
3047.83	53.82	1.21
3048.85	52.37	1.37
3049.86	51.90	1.23
3050.88	56.73	1.40
3051.89	52.82	1.25
3052.91	58.67	1.49
3053.92	65.18	1.76
3054.94	64.66	1.62
3055.95	64.29	1.68
3056.97	62.03	1.70
3057.98	56.12	1.51
3059.00	58.86	1.47
3060.01	59.78	1.66
3061.03	58.74	1.62
3062.05	57.70	1.58
3063.06	55.90	1.35
3064.08	57.80	1.63
3065.09	59.34	1.44
3066.11	55.24	1.49
3067.12	52.02	1.34
3068.14	47.27	1.59
3069.15	44.96	1.06
3070.17	44.58	1.20
3071.18	45.34	1.03
3072.20	45.05	0.90
3073.22	46.13	1.14
3074.23	50.18	1.25
3075.25	47.85	1.20
3076.26	49.61	1.07
3077.28	48.84	1.02
3078.29	54.83	1.31
3079.31	55.31	1.41
3080.32	55.73	1.31
3081.34	59.13	1.45
3082.35	54.52	1.41
3083.37	50.40	1.18
3084.39	49.48	1.33
3085.40	50.99	1.47
3086.42	53.96	1.22
3087.43	49.49	1.24
3088.45	48.35	1.13
3089.46	46.84	1.18
3090.48	43.72	1.11
3091.49	42.87	0.98
3092.51	43.18	1.10
3093.52	46.33	1.32
3094.54	43.83	1.29
3095.55	40.52	1.18
3096.57	44.49	1.23
3097.59	49.75	1.24
3098.60	47.02	1.31
3099.62	46.21	1.23
3100.63	48.86	1.18
3101.65	48.90	1.27
3102.66	51.44	1.35
3103.68	49.80	1.22
3104.69	50.71	1.29
3113.83	62.71	1.57
3114.85	67.12	1.88
3115.86	77.43	2.12
3116.88	76.85	1.81
3117.89	80.46	2.17
3118.91	85.17	2.10
3119.93	74.83	2.22
3120.94	89.39	2.47
3121.96	96.55	2.62
3122.97	109.59	3.03
3123.99	105.44	2.75
3125.00	93.51	2.68
3126.02	102.78	2.89
3127.03	95.61	2.63
3128.05	82.26	2.26
3129.06	53.35	1.31
3130.08	55.28	1.44
3131.09	68.27	1.90
3132.11	76.88	2.14
3133.13	60.60	1.70
3134.14	49.96	1.40
3135.16	56.69	1.67
3136.17	48.39	1.55
3137.19	50.23	1.27
3138.20	52.28	1.85
3139.22	48.70	1.41
3140.23	45.53	1.54
3141.25	44.66	1.34
3142.26	56.47	1.72
3143.28	37.47	1.07
3144.30	40.55	1.15
3145.31	36.29	1.11
3146.33	35.41	1.05
3147.34	42.37	1.17
3148.36	46.27	1.24
3149.37	50.91	1.33
3150.39	62.24	1.82
3151.18	71.99	2.10
3151.88	70.90	1.97
3152.58	76.16	2.26
3153.27	75.72	2.33
3153.97	62.06	1.90
3154.66	51.82	1.57
3155.36	73.40	2.20
3156.05	85.11	2.21
3156.75	86.82	2.46
3157.44	80.57	2.23
3158.14	81.63	2.22
3158.83	94.11	2.70
3159.53	92.48	2.45
3160.22	90.74	2.28
3160.92	75.64	2.41
3161.61	63.14	1.94
3162.31	57.41	1.77
3163.01	57.80	1.75
3163.70	70.48	2.15
3164.40	69.58	2.09
3165.09	72.31	1.97
3165.79	69.95	1.87
3166.48	72.89	1.99
3193.60	66.83	1.96
3194.30	61.30	1.70
3194.99	58.11	1.47
3195.69	52.06	1.37
3196.38	39.62	1.12
3197.08	46.33	1.47
3197.77	61.84	1.84
3198.47	65.49	1.82
3199.16	60.39	1.66
3199.86	58.81	1.83
3200.56	56.79	1.59
3201.25	49.89	1.32
3201.95	45.84	1.39
3202.64	51.29	1.70
3203.34	55.44	1.59
3204.03	54.15	1.69
3204.73	62.29	2.00
3205.42	66.57	1.86
3206.12	66.94	1.97
3206.81	67.07	2.12
3207.51	61.71	1.85
3208.20	63.63	1.91
3208.90	59.02	1.70
3209.59	53.70	1.68
3210.29	53.69	1.70
3210.99	57.63	1.64
3211.68	53.73	1.71
3212.38	55.58	1.68
3213.07	50.56	1.44
3213.77	54.15	1.78
3214.46	58.02	1.59
3215.16	52.61	1.59
3215.85	50.07	1.58
3216.55	54.06	1.70
3217.24	56.31	1.69
3217.94	54.35	1.63
3218.63	54.19	1.60
3219.33	59.92	1.72
3220.03	58.36	1.96
3220.72	52.64	1.67
3221.42	50.64	1.43
3222.11	56.25	1.60
3222.81	61.63	1.69
3223.50	67.25	1.77
3224.20	70.68	2.04
3224.89	63.52	1.89
3229.07	81.20	1.94
3229.76	86.98	2.47
3230.46	83.31	2.21
3231.15	88.13	2.27
3231.85	88.61	2.25
3232.54	89.26	2.24
3233.24	82.48	2.24
3233.93	89.64	2.45
3234.63	90.83	2.48
3235.32	90.66	2.44
3236.02	93.43	2.47
3236.71	102.00	2.84
3237.41	101.08	2.58
3238.10	110.25	3.13
3238.80	95.74	2.69
3239.50	93.79	2.67
3240.19	83.93	2.37
3240.89	83.09	2.28
3241.58	82.14	2.21
3242.28	78.53	2.50
3242.97	81.02	2.38
3243.67	83.33	2.39
3244.36	78.21	2.19
3245.06	74.07	2.16
3245.75	72.91	2.09
3246.45	74.53	2.28
3247.14	71.41	2.34
3247.84	73.61	1.98
3248.54	75.40	2.23
3249.23	77.95	2.25
3249.93	79.54	2.43
3250.62	82.04	2.21
3251.32	81.47	2.31
3252.01	76.84	2.19
3252.71	77.26	2.10
3253.40	81.01	2.34
3254.10	77.97	2.35
3254.79	75.01	2.20
3255.49	73.69	2.58
3256.18	79.87	2.73
3256.88	87.26	2.78
3257.57	120.51	3.41
3258.27	109.53	3.23
3258.97	103.05	3.00
3259.66	109.89	3.22
3260.36	109.24	3.07
3261.05	115.62	3.14
3261.75	99.64	2.93
3262.44	98.45	2.98
3263.14	91.54	2.71
3263.83	95.31	2.91
3264.53	92.29	2.63
3265.22	87.71	2.58
3265.92	82.33	2.07
3266.61	79.30	2.38
3267.31	79.31	2.65
3268.01	77.35	2.13
3268.70	75.89	2.22
3269.40	75.17	2.15
3270.09	72.71	2.00
3270.79	74.28	2.02
3271.48	72.27	2.02
3272.18	74.60	1.93
3272.87	73.55	1.96
3273.57	71.11	1.66
3274.26	70.99	1.92
3274.96	73.63	2.08
3275.65	70.49	2.01
3276.35	69.12	2.04
3277.04	65.89	1.81
3277.74	70.35	1.79
3278.44	67.40	1.94
3279.13	65.72	1.87
3279.83	68.33	1.91
3280.52	70.91	1.93
3281.22	56.41	1.43
3282.13	50.03	1.32
3283.09	52.07	1.26
3284.06	52.87	1.44
3285.02	55.26	1.40
3285.99	56.89	1.53
3286.95	61.52	1.54
3287.92	63.56	1.69
3288.88	71.60	1.87
3289.85	73.42	1.75
3290.81	84.12	2.06
3291.78	84.60	2.31
3292.74	90.46	2.35
3293.71	98.25	2.74
3294.67	103.68	2.79
3295.64	118.61	3.45
3296.60	124.37	3.29
3297.56	126.68	3.44
3298.53	133.90	3.93
3299.49	152.21	4.61
3300.46	145.95	4.27
3301.42	142.69	4.14
3302.39	127.80	3.75
3303.35	119.35	3.72
3304.32	103.32	3.12
3305.28	78.36	2.25
3306.25	72.86	2.08
3307.21	71.85	1.99
3308.18	72.68	2.11
3309.14	72.12	2.16
3310.11	71.81	2.01
3311.07	80.69	2.28
3312.04	80.80	2.33
3313.00	77.14	2.26
3313.97	74.38	2.25
3314.93	59.96	1.73
3316.10	45.00	1.30
3317.65	48.47	1.35
3319.19	47.96	1.35
3320.74	49.64	1.51
3322.28	48.93	1.52
3323.83	45.41	1.51
3325.37	49.98	1.50
3326.92	50.75	1.54
3328.46	65.40	1.70
3330.01	64.96	1.99
3331.55	79.33	2.43
3333.10	77.00	2.19
3334.64	77.56	2.33
3336.19	82.11	2.48
3337.73	82.10	2.27
3339.28	74.50	2.03
3340.82	62.10	1.73
3342.37	59.43	1.72
3343.92	55.83	1.64
3345.46	54.81	1.58
3347.01	57.13	1.54
3348.55	52.38	1.53
3350.10	54.13	1.54
3351.64	59.28	1.74
3353.19	68.80	1.86
3354.73	69.99	1.95
3356.28	72.96	2.04
3357.82	74.38	1.97
3359.37	72.38	2.10
3360.91	75.33	2.16
3362.46	78.02	2.23
3364.00	79.54	2.38
3365.55	87.31	2.54
3367.09	87.02	2.67
3368.64	82.94	2.39
3370.18	76.39	2.24
3371.73	72.80	1.90
3373.27	71.97	1.92
3374.82	59.83	1.75
3376.36	47.32	1.26
3377.91	53.55	1.52
3379.45	59.12	1.77
3381.00	50.64	1.63
3382.54	48.61	1.67
3384.09	46.75	1.50
3385.63	43.75	1.30
3387.18	45.87	1.47
3388.72	48.89	1.40
3390.27	57.05	1.72
3391.81	48.01	1.45
3393.36	43.69	1.24
3394.90	44.77	1.34
3396.45	49.30	1.47
3397.99	48.10	1.52
3399.54	48.16	1.38
3401.09	48.65	1.37
3402.63	46.73	1.33
3404.18	48.51	1.23
3405.72	49.44	1.40
3407.27	51.96	1.54
3408.81	52.96	1.46
3410.36	50.99	1.48
3411.90	51.30	1.37
3413.45	51.71	1.50
3414.99	48.66	1.46
3416.54	46.58	1.39
3418.08	44.08	1.33
3419.63	41.15	1.42
3421.17	43.69	1.41
3422.72	41.65	1.16
3424.26	41.67	1.14
3425.81	39.32	1.22
3427.35	38.48	1.25
3428.90	37.11	1.14
3430.44	32.01	0.94
3431.99	34.71	1.02
3433.53	36.77	1.19
3435.08	36.27	1.18
3436.62	41.14	1.23
3438.11	38.62	1.18
3439.56	44.32	1.41
3441.02	45.61	1.38
3442.47	46.21	1.32
3443.92	46.00	1.39
3445.37	50.30	1.30
3446.83	52.96	1.66
3448.28	54.83	1.48
3449.73	55.77	1.41
3451.18	52.47	1.40
3452.64	55.17	1.45
3454.09	55.10	1.50
3455.54	57.07	1.62
3456.99	58.17	1.47
3458.44	58.52	1.59
3459.90	59.40	1.66
3461.35	57.65	1.50
3462.80	57.69	1.60
3464.25	55.99	1.45
3465.71	55.36	1.65
3467.16	50.69	1.48
3468.61	49.43	1.57
3470.06	53.08	1.57
3471.52	53.22	1.51
3472.97	52.26	1.56
3474.42	52.50	1.68
3475.87	52.78	1.54
3477.33	48.72	1.56
3478.78	49.59	1.55
3480.23	53.72	1.54
3481.68	54.36	1.67
3483.13	52.70	1.47
3484.59	57.10	1.62
3486.04	57.83	1.65
3487.49	56.76	1.40
3488.94	52.69	1.52
3490.40	54.91	1.51
3491.85	54.62	1.69
3493.30	56.99	1.50
3494.75	61.61	1.67
3496.21	64.67	1.87
3497.66	65.73	1.72
3499.11	65.51	1.79
3500.56	70.21	1.96
3502.01	71.32	2.09
3503.47	74.29	2.25
3504.92	73.11	2.07
3506.37	71.03	2.02
3507.82	74.89	2.15
3509.28	71.09	2.17
3510.73	65.45	2.11
3512.18	58.99	1.88
3513.63	53.86	1.61
3515.09	55.97	1.67
3516.54	52.54	1.75
3517.99	55.59	1.59
3519.44	50.67	1.51
3520.90	54.84	1.63
3522.35	56.48	1.64
3523.80	58.21	1.68
3525.25	57.14	1.64
3526.70	56.32	1.52
3528.16	59.70	1.82
3529.61	62.40	1.75
3531.06	62.32	1.71
3532.51	66.47	1.84
3533.97	69.86	1.99
3535.42	65.04	1.90
3536.87	69.20	2.03
3538.32	64.87	2.11
3539.78	65.30	1.87
3541.23	64.31	1.84
3542.68	66.33	2.05
3544.13	71.45	2.07
3545.58	78.63	2.28
3547.04	84.22	2.42
3548.49	83.79	2.46
3549.94	80.85	2.46
3551.39	76.66	2.50
3552.85	76.71	2.25
3554.30	73.85	2.17
3555.75	76.11	2.42
3557.20	73.44	2.24
3558.66	71.64	2.09
3560.11	64.69	2.09
3561.56	57.81	1.95
3563.01	54.06	1.80
3564.47	47.76	1.55
3565.92	47.45	1.46
3567.37	50.82	1.50
3568.82	47.67	1.38
3570.27	48.26	1.44
3571.73	50.50	1.46
3573.18	46.47	1.25
3574.63	47.82	1.38
3576.08	42.31	1.21
3577.54	33.03	0.94
3578.99	35.00	0.90
3580.44	37.04	1.04
3581.89	38.68	1.14
3583.35	38.29	1.06
3584.80	40.93	1.19
3586.25	40.53	1.15
3587.70	38.17	1.11
3589.15	36.97	1.06
3590.61	36.76	1.06
3592.06	37.85	0.93
3597.87	49.21	1.36
3599.32	47.20	1.30
3600.77	50.93	1.31
3602.23	49.02	1.40
3603.68	53.70	1.42
3605.13	51.75	1.55
3606.58	56.42	1.59
3608.03	55.32	1.53
3609.49	61.87	1.63
3610.87	80.61	2.27
3611.95	87.99	2.63
3613.04	83.18	2.41
3614.12	103.41	2.85
3615.20	102.41	2.88
3616.29	98.15	2.84
3617.37	92.09	2.75
3618.46	88.98	2.51
3619.54	82.89	2.33
3620.63	81.66	2.18
3621.71	74.09	1.91
3622.79	71.85	1.97
3623.88	71.86	1.93
3624.96	69.90	1.88
3626.05	65.89	1.90
3627.13	66.07	1.73
3628.22	64.45	1.79
3629.30	60.87	1.57
3630.38	61.28	1.72
3631.47	62.25	1.68
3632.55	62.00	1.63
3633.64	60.92	1.64
3634.72	61.77	1.75
3635.81	58.96	1.60
3636.89	56.64	1.40
3637.97	57.00	1.37
3639.06	58.24	1.55
3640.14	55.47	1.56
3641.23	53.19	1.59
3642.31	56.51	1.63
3643.39	56.23	1.48
3644.48	54.53	1.40
3645.56	58.00	1.77
3646.65	57.23	1.47
3647.73	55.46	1.54
3648.82	53.71	1.50
3649.90	53.23	1.55
3650.98	53.33	1.38
3652.07	52.22	1.49
3653.15	51.42	1.31
3654.24	53.59	1.51
3655.32	53.95	1.51
3656.41	54.36	1.18
3657.49	56.19	1.61
3658.57	58.02	1.37
3659.66	58.31	1.59
3660.74	60.87	1.82
3661.83	61.76	1.67
3662.91	63.33	1.69
3663.99	64.43	1.59
3665.08	66.65	1.74
3666.16	68.53	1.88
3667.25	69.01	1.83
3668.33	71.27	1.92
3669.42	74.52	2.20
3670.50	71.81	1.97
3671.58	69.78	2.02
3672.67	68.64	1.73
3673.75	64.44	1.74
3674.84	63.70	1.90
3675.92	63.32	1.75
3677.01	62.22	1.79
3678.09	62.45	1.83
3679.17	58.57	1.80
3680.26	58.49	1.70
3681.34	58.35	1.79
3682.43	57.33	1.66
3683.51	54.41	1.68
3684.60	51.88	1.54
3685.68	56.44	1.55
3686.76	45.35	1.43
3691.10	67.90	2.25
3692.18	71.28	2.09
3693.27	75.76	2.05
3694.35	76.85	2.15
3695.44	76.22	2.26
3696.52	68.81	1.91
3697.61	69.17	1.89
3698.69	63.70	1.86
3699.77	64.36	1.88
3700.86	60.98	1.69
3701.94	60.63	1.60
3703.06	54.96	1.40
3704.23	54.63	1.52
3705.40	56.14	1.54
3706.58	54.24	1.56
3707.75	55.58	1.66
3708.92	54.71	1.56
3710.09	54.98	1.53
3711.26	55.67	1.73
